Table,Condition,Frequency
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1986%'),1
mc,(mc.note LIKE '%with%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1981%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%in%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%1980%' OR mc.note LIKE '%original%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%1966%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%'),2
mc,(mc.note LIKE '%2004%' OR mc.note LIKE '%Brazil%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%in%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%Brazil%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%video%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%TV%'),3
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%original%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1991%'),1
mc,(mc.note LIKE '%1975%' OR mc.note LIKE '%VHS%'),1
mc,(mc.note LIKE '%1980s%' OR mc.note LIKE '%DVD%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%1985%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%2006%'),1
mc,(mc.note LIKE '%2007%' OR mc.note LIKE '%2005%'),1
mc,(mc.note LIKE '%2007%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%VHS%'),2
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%West%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%VHS%'),2
mc,(mc.note LIKE '%1971%' OR mc.note LIKE '%1974%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1968%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%1985%'),1
mc,(mc.note LIKE '%1980%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%1999%' OR mc.note LIKE '%USA%'),1
mc,(mc.note LIKE '%Brazil%' OR mc.note LIKE '%TV%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%in%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%VHS%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%1968%'),1
mc,(mc.note LIKE '%TV%' OR mc.note LIKE '%2002%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%2007%'),1
mc,(mc.note LIKE '%VHS%' OR mc.note LIKE '%association%'),1
mc,(mc.note LIKE '%DVD%' OR mc.note LIKE '%Colombia%'),1
mc,(mc.note LIKE '%2012%' OR mc.note LIKE '%with%'),1
mc,(mc.note LIKE '%USA%' OR mc.note LIKE '%1961%'),1
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%35%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%M%' OR mi.info LIKE '%33%'),1
mi,(mi.info LIKE '%E%' OR mi.info LIKE '%C%'),1
mi,(mi.info LIKE '%C%' OR mi.info LIKE '%RAT%'),1
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%l%'),2
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%m%'),2
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%blood%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%OFM%'),1
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%C%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%A%' OR mi.info LIKE '%is%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%o%'),3
mi,(mi.info LIKE '%mm%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%T%'),1
mi,(mi.info LIKE '%C%' OR mi.info LIKE '%l%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%care%'),1
mi,(mi.info LIKE '%M%' OR mi.info LIKE '%1%'),2
mi,(mi.info LIKE '%r%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%A%'),1
mi,(mi.info LIKE '%I%' OR mi.info LIKE '%all%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%l%'),2
mi,(mi.info LIKE '%33%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%shadow%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%g%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%M%' OR mi.info LIKE '%mm%'),1
mi,(mi.info LIKE '%to%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%Copyright%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%C%'),1
mi,(mi.info LIKE '%K%' OR mi.info LIKE '%in%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%S%'),1
mi,(mi.info LIKE '%33%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%N%' OR mi.info LIKE '%o%'),2
mi,(mi.info LIKE '%K%' OR mi.info LIKE '%h%'),1
mi,(mi.info LIKE '%USA%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%Black%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%1%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%October%' OR mi.info LIKE '%A%'),1
mi,(mi.info LIKE '%l%' OR mi.info LIKE '%and%'),1
mi,(mi.info LIKE '%Surround%' OR mi.info LIKE '%h%'),1
ci,"ci.note IN ('(writer)', '(written by)', '(executive producer)', '(executive producer)', '(uncredited)')",1
ci,"ci.note IN ('(production assistant)', '(creator)', '(voice)', '(creator)', '(creator)')",1
ci,"ci.note IN ('(voice)', '(producer)', '(executive producer)', '(producer)', '(producer)')",1
ci,"ci.note IN ('(producer)', '(producer)', '(producer)', '(voice)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(producer)', '(executive producer)', '(executive producer)', '(producer)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(uncredited)', '(uncredited)', '(producer)')",1
ci,"ci.note IN ('(producer)', '(producer)', '(voice)', '(uncredited)', '(producer)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')",4
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(uncredited)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')",16
ci,"ci.note IN ('(archive footage)', '(voice: English version)', '(voice: English version)', '(voice: English version)', '(archive footage)')",1
ci,"ci.note IN ('(uncredited)', '(voice)', '(executive producer)', '(uncredited)', '(executive producer)')",1
ci,"ci.note IN ('(uncredited)', '(creator)', '(director of photography)', '(creator)', '(uncredited)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(executive producer)', '(uncredited)')",1
ci,"ci.note IN ('(voice director)', '(voice)', '(developed by)', '(producer)', '(creator)')",1
ci,"ci.note IN ('(producer)', '(uncredited)', '(producer)', '(producer)', '(producer)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(written by)', '(uncredited)', '(uncredited)')",1
ci,"ci.note IN ('(story)', '(screenplay)', '(screenplay)', '(voice)', '(script supervisor)')",1
ci,"ci.note IN ('(executive producer)', '(uncredited)', '(uncredited)', '(uncredited)', '(written by)')",1
ci,"ci.note IN ('(director of photography)', '(voice)', '(uncredited)', '(director of photography)', '(director of photography)')",1
ci,"ci.note IN ('(story editor)', '(voice)', '(executive producer)', '(production assistant)', '(production assistant)')",1
ci,"ci.note IN ('(as Charley Weaver)', '(voice)', '(executive producer)', '(executive producer)', '(voice)')",1
ci,"ci.note IN ('(voice)', '(uncredited)', '(writer)', '(uncredited)', '(story)')",1
ci,"ci.note IN ('(voice)', '(producer)', '(voice)', '(uncredited)', '(voice)')",1
ci,"ci.note IN ('(voice)', '(voice)', '(voice)', '(producer)', '(voice)')",1
ci,"ci.note IN ('(voice)', '(producer)', '(voice)', '(producer)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(producer)', '(uncredited)')",1
ci,"ci.note IN ('(executive producer)', '(executive producer)', '(voice)', '(voice)', '(voice)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(executive producer)', '(executive producer)', '(executive producer)')",1
ci,"ci.note IN ('(uncredited)', '(uncredited)', '(voice)', '(screenplay)', '(script supervisor)')",1
ci,"ci.note IN ('(uncredited)', '(executive producer)', '(executive producer)', '(executive producer)', '(uncredited)')",1
ci,"ci.note IN ('(voice)', '(uncredited)', '(written by)', '(creator)', '(producer)')",1
cn,cn.country_code = '[us]',47
cn,cn.country_code = '[es]',1
cn,cn.country_code = '[br]',1
cn,cn.country_code = '[nl]',1
it_mi,it.info = 'release dates',31
it_mi,it.info = 'genres',14
it_mi,it.info = 'countries',5
n,n.gender = 'm' AND n.name LIKE '%Christoph%',1
n,n.gender = 'm' AND n.name LIKE '%Jim%',2
n,n.gender = 'm' AND n.name LIKE '%G%',1
n,n.gender = 'm' AND n.name LIKE '%Peter%',2
n,n.gender = 'm' AND n.name LIKE '%D%',7
n,n.gender = 'm' AND n.name LIKE '%Don%',1
n,n.gender = 'm' AND n.name LIKE '%Joe%',1
n,n.gender = 'm' AND n.name LIKE '%F%',1
n,n.gender = 'm' AND n.name LIKE '%J%',2
n,n.gender = 'm' AND n.name LIKE '%Ho%',6
n,n.gender = 'm' AND n.name LIKE '%William%',1
n,n.gender = 'm' AND n.name LIKE '%Hank%',2
n,n.gender = 'm' AND n.name LIKE '%Dan%',3
n,n.gender = 'm' AND n.name LIKE '%Adams%',2
n,n.gender = 'm' AND n.name LIKE '%Conrad%',1
n,n.gender = 'm' AND n.name LIKE '%Lee%',1
n,n.gender = 'm' AND n.name LIKE '%Robert%',2
n,n.gender = 'm' AND n.name LIKE '%Bob%',1
n,n.gender = 'm' AND n.name LIKE '%Blanc%',1
n,n.gender = 'm' AND n.name LIKE '%P%',1
n,n.gender = 'm' AND n.name LIKE '%S%',1
n,n.gender = 'm' AND n.name LIKE '%Ray%',1
n,n.gender = 'm' AND n.name LIKE '%Bailey%',1
n,n.gender = 'm' AND n.name LIKE '%Bradford%',1
n,n.gender = 'm' AND n.name LIKE '%De%',1
n,n.gender = 'm' AND n.name LIKE '%E%',1
n,n.gender = 'm' AND n.name LIKE '%Carlos%',1
n,n.gender = 'm' AND n.name LIKE '%Dick%',1
n,n.gender = 'm' AND n.name LIKE '%Cummings%',1
n,n.gender = 'm' AND n.name LIKE '%John%',1
n,n.gender = 'm' AND n.name LIKE '%T%',1
rt,rt.role = 'actor',50
t,t.production_year > 1964 AND t.production_year < 1973,1
t,t.production_year > 1979 AND t.production_year < 1992,1
t,t.production_year > 1973 AND t.production_year < 1990,1
t,t.production_year > 1963 AND t.production_year < 1988,1
t,t.production_year > 1962 AND t.production_year < 1988,1
t,t.production_year > 1981 AND t.production_year < 1981,1
t,t.production_year > 1971 AND t.production_year < 1986,1
t,t.production_year > 1972 AND t.production_year < 1983,1
t,t.production_year > 1966 AND t.production_year < 1970,1
t,t.production_year > 1970 AND t.production_year < 1983,1
t,t.production_year > 1979 AND t.production_year < 1991,2
t,t.production_year > 1977 AND t.production_year < 1984,1
t,t.production_year > 1986 AND t.production_year < 1989,1
t,t.production_year > 1977 AND t.production_year < 1985,1
t,t.production_year > 1965 AND t.production_year < 1966,1
t,t.production_year > 1986 AND t.production_year < 1992,1
t,t.production_year > 1961 AND t.production_year < 1987,1
t,t.production_year > 1975 AND t.production_year < 1990,1
t,t.production_year > 1968 AND t.production_year < 1986,1
t,t.production_year > 1988 AND t.production_year < 1993,1
t,t.production_year > 1974 AND t.production_year < 1992,2
t,t.production_year > 1990 AND t.production_year < 1991,1
t,t.production_year > 1963 AND t.production_year < 1964,1
t,t.production_year > 1973 AND t.production_year < 1991,1
t,t.production_year > 1967 AND t.production_year < 1990,1
t,t.production_year > 1971 AND t.production_year < 1984,1
t,t.production_year > 1982 AND t.production_year < 1992,1
t,t.production_year > 1972 AND t.production_year < 1987,1
t,t.production_year > 1977 AND t.production_year < 1992,1
t,t.production_year > 1962 AND t.production_year < 1983,1
t,t.production_year > 1981 AND t.production_year < 1983,1
t,t.production_year > 1966 AND t.production_year < 1977,1
t,t.production_year > 1979 AND t.production_year < 1989,1
t,t.production_year > 1963 AND t.production_year < 1992,1
t,t.production_year > 1983 AND t.production_year < 1989,1
t,t.production_year > 1984 AND t.production_year < 1992,1
t,t.production_year > 1978 AND t.production_year < 1987,1
t,t.production_year > 1986 AND t.production_year < 1990,1
t,t.production_year > 1963 AND t.production_year < 1986,1
t,t.production_year > 1990 AND t.production_year < 1992,1
t,t.production_year > 1967 AND t.production_year < 1974,1
t,t.production_year > 1964 AND t.production_year < 1969,1
t,t.production_year > 1992 AND t.production_year < 1992,1
t,t.production_year > 1964 AND t.production_year < 1979,1
t,t.production_year > 1984 AND t.production_year < 1987,1
t,t.production_year > 1966 AND t.production_year < 1975,1
t,t.production_year > 1984 AND t.production_year < 1993,1
t,t.production_year > 1990 AND t.production_year < 1990,1
